UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
19690105,4320709,06/15/2020,15:10,50e8f556-1555-47e8-a4f4-55f0db05a80b,NY,Sedan,TOYT -CAR/SUV,,2017,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,Unspecified,,Unspecified,Unspecified
19690104,4320709,06/15/2020,15:10,30f9b702-4698-47cd-ade5-6f8af7ddc169,NY,Sedan,HOND -CAR/SUV,,2018,West,1,F,Licensed,NY,Entering Parked Position,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19690023,4320708,06/12/2020,21:30,f16d60f4-a7a0-43ac-a15f-f4ac00c5da19,,,,,,North,,,,,,,,,,,Unspecified,,Driver Inattention/Distraction,Oversized Vehicle
19690022,4320708,06/12/2020,21:30,7a796e5c-0e54-4df8-9c6a-b0063d7b7ada,NJ,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2014,North,0,,,,Parked,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19690047,4320707,06/16/2020,18:00,4f6c00c7-a493-4e3a-ab17-e361de31f511,NJ,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2014,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
19690046,4320707,06/16/2020,18:00,87da3663-762e-4083-beac-b7d05fe70572,NY,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2019,East,4,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19690029,4320706,06/13/2020,6:50,386fa8be-2482-4f1f-8816-08bc5609e420,NC,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2006,Northeast,1,M,Unlicensed,,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Fell Asleep,Driver Inattention/Distraction
19690028,4320706,06/13/2020,6:50,55196edd-67a5-4fa8-8eae-e318383d155f,ME,TRAILER,UNK,,,Northeast,0,,,,Parked,Center Front End,No Damage,,,,N,,Unspecified,Unspecified
19689917,4320705,06/15/2020,21:55,d7ca8163-7e1c-40de-bbbd-44fc5b3cc555,VA,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2007,East,1,,,,Backing,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19689916,4320705,06/15/2020,21:55,a07bf079-b5e9-4d83-85cf-aded7ad82701,NY,Taxi,TOYT -CAR/SUV,,2016,East,3,M,Licensed,NY,Slowing or Stopping,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,No Damage,N,,Unspecified,Unspecified
19690136,4320704,06/15/2020,5:30,fdca7247-815e-48e1-962f-b84209ae4ae3,FL,Sedan,HYUN -CAR/SUV,,2010,West,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Overturned,Overturned,Overturned,Overturned,N,,Unsafe Lane Changing,Unspecified
19689579,4320703,06/12/2020,18:00,a970aebd-4859-4ab2-93c9-6506b5586097,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2011,West,3,M,Licensed,NY,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,,,Unspecified,,Unsafe Lane Changing,Unspecified
19689578,4320703,06/12/2020,18:00,26b76864-fa02-437c-ad94-79ff2b6320c4,CT,Sedan,CHEV -CAR/SUV,,2014,West,1,M,Licensed,CT,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,Unspecified,,Unspecified,Unspecified
19689713,4320702,06/12/2020,17:15,ebd1db7d-ed6f-45c6-9032-e9a31536d1b8,,Sedan,DODG -CAR/SUV,,,East,,,,,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Following Too Closely,Driver Inattention/Distraction
19689712,4320702,06/12/2020,17:15,5325b6eb-454b-425f-9099-655848b6baa3,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2019,East,1,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19689711,4320702,06/12/2020,17:15,25ff65e3-a91d-4f84-bd00-a997a81e4252,NY,Sedan,INFI -CAR/SUV,,2007,East,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Front End,,,,N,,Unspecified,Unspecified
19689577,4320701,06/16/2020,16:50,cbce27f9-9def-483f-bbe4-e4ff21ed6a64,NY,Sedan,CHEV -CAR/SUV,,2016,South,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,No Damage,,,,N,,Unspecified,Unspecified
19689576,4320701,06/16/2020,16:50,d1ab6087-84f4-436e-be74-e732029fdd42,PA,Sedan,MAZD -CAR/SUV,,2006,South,2,M,Unlicensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Quarter Panel,Left Front Bumper,,,N,,Failure to Yield Right-of-Way,Unspecified
19689938,4320700,06/16/2020,17:54,091dd443-1877-40f2-a556-89e114867951,,Bike,,,,West,1,F,,,Going Straight Ahead,Left Side Doors,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
19689937,4320700,06/16/2020,17:54,6784a846-6ed6-4f44-b563-421ae1cb3b83,NY,Sedan,SUBA -CAR/SUV,,2018,North,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19689432,4320699,05/29/2020,15:32,5d5798fc-40f9-4985-a14b-90e3eb67b703,NY,Bus,MTA BUS,,2011,East,,,,,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19689431,4320699,05/29/2020,15:32,0907d764-610c-4668-8809-d656b07993d2,NY,Station Wagon/Sport Utility Vehicle,AUDI -CAR/SUV,,2018,East,0,M,Licensed,NY,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
19690065,4320698,06/16/2020,12:34,6db53c4a-928f-4db7-a8e9-91b391a70f69,NY,Sedan,NISS -CAR/SUV,,2013,West,2,F,Licensed,NY,Making Left Turn,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,,,N,,Other Vehicular,Unspecified
19690064,4320698,06/16/2020,12:34,0d7e4af7-f543-4717-a01f-4ea30ebe93b2,NY,Sedan,HYUN -CAR/SUV,,2017,South,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Bumper,,,N,,Other Vehicular,Unspecified
19690059,4320697,06/16/2020,6:04,53ab8c19-c751-491c-8e3c-54897a36147d,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2015,North,1,F,Licensed,NY,Stopped in Traffic,Center Back End,Right Rear Bumper,Left Rear Bumper,,,N,,Unspecified,Unspecified
19690058,4320697,06/16/2020,6:04,4641922e-d2eb-496b-b7fe-3d5aec1c7046,NY,Sedan,HOND -CAR/SUV,,2014,North,1,M,Licensed,NY,Making Left Turn,Left Front Bumper,Center Front End,Right Front Bumper,Center Back End,Left Rear Bumper,N,,Unspecified,Unspecified
19690057,4320697,06/16/2020,6:04,1ca6387e-945e-4a35-97bc-8fccf0575407,NC,Sedan,HOND -CAR/SUV,,2013,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,Left Front Bumper,,,N,,Following Too Closely,Driver Inattention/Distraction
19689595,4320696,06/08/2020,21:25,9d9fed5f-bb92-4f20-8e6a-6c904b19cf3f,,Sedan,,,,South,1,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
19689594,4320696,06/08/2020,21:25,619442e9-e7e2-4f69-b8a8-3317a805ac63,NY,Sedan,TOYT -CAR/SUV,,2011,South,2,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19689737,4320695,06/14/2020,18:17,22c2d8fe-7add-4499-b9d5-73a9dd8e0268,NY,Station Wagon/Sport Utility Vehicle,CHRY -CAR/SUV,,2017,Northwest,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19689744,4320694,06/15/2020,13:25,0405d801-efbe-466e-a24c-fc8029f82fe0,NY,Tractor Truck Gasoline,MACK-TRUCK/BUS,,2016,West,,,,,Making Right Turn,,,,,,N,,Unspecified,Unspecified
19689743,4320694,06/15/2020,13:25,a7c1a66d-6ae8-46b1-80f7-a9303812fdd4,NY,Sedan,NISS -CAR/SUV,,2012,West,0,,,,Parked,Left Front Bumper,Left Front Bumper,Center Front End,Left Front Quarter Panel,Left Side Doors,N,,Unspecified,Unspecified
19689731,4320693,06/13/2020,13:04,9ff58c41-27ed-491f-a6ee-f704b15ecc1f,NY,Sedan,TOYT -CAR/SUV,,2011,Northeast,1,M,Licensed,MA,Making Left Turn,Right Side Doors,Right Side Doors,,,,N,,Unspecified,Unspecified
19689730,4320693,06/13/2020,13:04,3d6da65d-daeb-4f0d-939c-f2a9d246ef1d,NY,Sedan,SUBA -CAR/SUV,,2014,Southeast,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19689717,4320692,06/11/2020,10:00,21f46b56-cac7-4b56-9f85-bde262b78670,CT,Sedan,TOYT -CAR/SUV,,2011,North,2,F,,CT,Making Left Turn,Left Side Doors,Left Side Doors,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19689716,4320692,06/11/2020,10:00,5e91d97e-8db5-420a-b0af-9fba320772d4,NY,Sedan,HOND -CAR/SUV,,2018,North,3,M,,NY,Making Left Turn,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
19689674,4320691,06/09/2020,12:29,ae42fffe-213e-488c-b565-8b9cfe78f692,NY,Van,NISS-TRUCK/BUS,,2015,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Center Front End,Left Front Bumper,Right Front Quarter Panel,Left Front Quarter Panel,N,,Unspecified,Unspecified
19689673,4320691,06/09/2020,12:29,fe700d5e-757f-42cf-99bf-2c6b4a38c396,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,East,1,M,Licensed,NY,Changing Lanes,Left Side Doors,Left Rear Quarter Panel,Left Rear Bumper,,,N,,Unspecified,Unspecified
19689667,4320690,06/08/2020,19:30,faf70e2b-24a8-4b57-ba29-f74756a0685f,,Bike,,,,North,1,M,,,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689666,4320690,06/08/2020,19:30,b59f7d7d-91df-4ec9-ad78-6447be251b56,NY,Sedan,,,2002,East,1,M,,NY,Going Straight Ahead,Right Front Bumper,No Damage,,,,N,,Unspecified,Unspecified
19689652,4320689,06/03/2020,15:36,f8887bb2-383f-435f-b8d7-29f68b6f4e63,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2006,North,1,,,,Going Straight Ahead,,,,,,N,,Driver Inattention/Distraction,Unspecified
19689651,4320689,06/03/2020,15:36,ca09fc81-f245-4cec-987e-c7d9c4d58b15,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2015,North,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
19689719,4320688,06/11/2020,18:50,700b006a-66d2-451c-9354-c78d8b3dd49f,GA,Station Wagon/Sport Utility Vehicle,WWA,,2007,East,,,,,Backing,,,,,,N,,Driver Inattention/Distraction,Oversized Vehicle
19689718,4320688,06/11/2020,18:50,52258071-bb69-4f95-bef5-ff2be9e577b6,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2019,Unknown,0,,,,Parked,Right Side Doors,Right Rear Quarter Panel,Right Rear Bumper,,Left Front Bumper,N,,Unspecified,Unspecified
19689709,4320687,06/11/2020,13:28,105b12dd-ad76-47d8-8d54-9e0e129377c4,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2019,North,1,M,,NY,Starting from Parking,Left Front Quarter Panel,Left Front Bumper,,,,N,,Unspecified,Unspecified
19689708,4320687,06/11/2020,13:28,e755c9ed-9b62-4534-81ff-e3081bf96191,NY,Station Wagon/Sport Utility Vehicle,KIA -CAR/SUV,,2017,North,1,M,,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,Center Front End,,,N,,Unspecified,Unspecified
19689670,4320686,06/09/2020,11:18,58069617-1be3-4ba2-b755-528b198ea7b4,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2009,West,0,,,,Parked,Center Front End,Right Front Bumper,,,,N,,Unspecified,Unspecified
19689669,4320686,06/09/2020,11:18,df8671c8-20ba-4d83-bc91-a6a0c1da74eb,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2003,West,0,,,,Parked,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
19689668,4320686,06/09/2020,11:18,9a4c0010-792f-4645-9322-b7f8d417a80c,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2018,West,1,M,Licensed,NY,Backing,Left Front Bumper,Left Front Quarter Panel,,,,N,,Driver Inattention/Distraction,Unspecified
19689631,4320685,06/02/2020,23:30,9c486bf0-acbd-4727-ab36-1d83ffd1c8c7,ZZ,Sedan,HYUN -CAR/SUV,,2017,North,2,M,Unlicensed,,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Driver Inattention/Distraction,Other Vehicular
19689630,4320685,06/02/2020,23:30,e65283d3-d2dc-4b3c-ade3-39cd8770fa65,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2020,North,0,,,,Parked,Right Rear Quarter Panel,Right Side Doors,Right Front Quarter Panel,,,N,,Unspecified,Unspecified
19689629,4320685,06/02/2020,23:30,a2c2d6de-78c1-4902-b507-8e4ba383639e,NY,Sedan,TOYT -CAR/SUV,,2000,North,0,,,,Parked,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
19689703,4320684,06/10/2020,12:20,f6ef89bf-c462-441e-a7ce-16d4556b4b2d,NY,Tractor Truck Diesel,FRHT-TRUCK/BUS,,2017,South,1,M,Licensed,NJ,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689702,4320684,06/10/2020,12:20,d1b05c9a-29ae-423c-bb46-3fb95db46feb,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2007,South,1,F,Licensed,NY,Stopped in Traffic,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Unspecified,Unspecified
19689688,4320683,06/09/2020,13:45,62ae85e8-b5ce-45db-af16-45371ce158c3,NY,Box Truck,HINO -TRUCK/BUS,,2016,West,3,M,Licensed,NY,Going Straight Ahead,Right Side Doors,No Damage,,,,N,,Unspecified,Unspecified
19689687,4320683,06/09/2020,13:45,876fbc1d-4c5a-4c06-b852-cfaec215f408,NY,Refrigerated Van,HINO -TRUCK/BUS,,2017,Unknown,1,M,Licensed,NY,Parked,Left Rear Quarter Panel,No Damage,,,,N,,Unspecified,Unspecified
19689665,4320682,06/08/2020,20:01,83a0f731-9b1e-4417-a115-506978f2585c,,,,,,Unknown,1,,,,,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689664,4320682,06/08/2020,20:01,da3eec21-046b-47fa-bb0b-c02548ba405a,NY,Sedan,BUIC -CAR/SUV,,2013,Unknown,0,,,,Parked,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19689661,4320681,06/07/2020,14:12,1ef41378-e03c-409f-8660-f33e98086581,,Bike,,,,South,1,,,,Going Straight Ahead,No Damage,No Damage,,,,N,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded
19689621,4320680,05/18/2020,20:30,e8b781f5-e5f0-4a47-8872-6edeb95b2a05,,E-Scooter,,,,West,1,M,,,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689620,4320680,05/18/2020,20:30,68ad4e36-4a39-4950-a8bf-a4ff6ad04d0a,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2020,Northwest,1,M,Licensed,NJ,Making Right Turn,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19689746,4320679,06/15/2020,8:15,bbe7cc97-b9a2-46a8-a3a4-75b3cb7f3474,IL,Pick-up Truck,FORD -CAR/SUV,,2010,East,1,M,Unlicensed,,Making Left Turn,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19689745,4320679,06/15/2020,8:15,8d1248e2-7e24-4ec6-bf44-965d5ea071d0,NY,Sedan,CADI -CAR/SUV,,2008,West,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,,Unspecified,Unspecified
19690049,4320678,06/15/2020,18:15,0d94ccb5-5156-46bb-9375-a62c148e20a3,NY,Sedan,TOYT -CAR/SUV,,2010,South,1,F,Licensed,NY,Slowing or Stopping,Left Rear Quarter Panel,Left Front Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,N,,Other Vehicular,Unspecified
19690048,4320678,06/15/2020,18:15,1e896bb9-1722-4017-a058-ff4976b76908,NY,Sedan,HOND -CAR/SUV,,2003,South,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Rear Quarter Panel,Right Side Doors,No Damage,N,,Passing Too Closely,Unspecified
19689733,4320677,06/14/2020,9:52,23b6dfec-da22-4751-9f7d-14ccb1a8aa3f,NY,Sedan,CHEV -CAR/SUV,,2012,Northwest,1,,,,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689732,4320677,06/14/2020,9:52,6625536d-48f4-4155-b415-0c61c21b8d8d,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2019,Northwest,1,,,,Parked,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19689729,4320676,06/12/2020,20:16,179b4ebf-087f-48a7-b740-7714880e6e49,,Van,,,,South,1,,,,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689728,4320676,06/12/2020,20:16,6d087cdb-d7ed-4beb-9834-dc888aede7f6,NY,Sedan,MNNI -CAR/SUV,,2006,West,1,F,Licensed,NY,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified
19689660,4320675,06/06/2020,8:39,1ae5bcfc-64e0-4b3b-b5b6-98cc8c6427f0,NJ,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2018,East,0,,,,Parked,Center Front End,Roof,Center Back End,,,N,,Unspecified,Unspecified
19689646,4320674,06/04/2020,14:55,3d9b3aff-8381-455c-86be-5b6301b755c2,NY,Sedan,TOYT -CAR/SUV,,2009,North,1,M,,NY,Going Straight Ahead,Right Front Bumper,Center Front End,Left Front Bumper,,,N,,Unspecified,Unspecified
19689645,4320674,06/04/2020,14:55,5f37a2a9-a30e-48e7-b388-21e65082d97a,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2003,North,3,M,,NY,Going Straight Ahead,Right Rear Bumper,Center Back End,Left Rear Bumper,,,N,,Unspecified,Unspecified
19689752,4320673,06/10/2020,18:50,4b02031a-0921-4ed2-8cc7-6eb326c2e81f,,Bike,,,,South,1,M,,,Starting from Parking,Right Front Bumper,Right Front Bumper,,,,N,,Driver Inattention/Distraction,Traffic Control Disregarded
19689751,4320673,06/10/2020,18:50,940e25a8-064c-4c00-83ed-96591424b2b3,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
19689705,4320672,06/11/2020,16:00,7727d949-034c-4515-ba28-6a8e92b38d1d,NY,Station Wagon/Sport Utility Vehicle,CHRY -CAR/SUV,,2018,North,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Traffic Control Disregarded,Unspecified
19689704,4320672,06/11/2020,16:00,a31157c8-b35d-4de8-a780-b486a2fa66e0,NY,Sedan,FORD -CAR/SUV,,2017,East,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,No Damage,No Damage,N,,Unspecified,Unspecified
19689750,4320671,06/15/2020,13:35,e403229a-e63b-4510-a4e3-6fc9c751efa6,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2019,Southeast,0,,,,Entering Parked Position,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689749,4320671,06/15/2020,13:35,0ae721be-82f1-4801-a3aa-2caa15ce6518,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2019,Southeast,0,,,,Parked,Center Back End,Center Back End,Right Rear Bumper,,,N,,Unspecified,Unspecified
19690045,4320670,06/15/2020,16:50,2320367b-6cce-425a-af56-343b4931d58d,NJ,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,East,1,F,Licensed,NY,Slowing or Stopping,Center Front End,Center Front End,,,,N,,Brakes Defective,Unspecified
19690044,4320670,06/15/2020,16:50,e950b076-69f4-4121-a616-e9b0c08c76a1,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2015,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19690043,4320670,06/15/2020,16:50,c5888358-b507-49c4-8d02-ad3d23a24848,NY,Sedan,CHEV -CAR/SUV,,2016,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Front End,,,N,,Unspecified,Unspecified
19689722,4320669,06/12/2020,10:50,216871c6-9e6a-46b3-9081-38577ec25f64,,,,,,West,,,,,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,,,N,,Driver Inattention/Distraction,Unspecified
19689721,4320669,06/12/2020,10:50,dc076746-96fc-4bb9-abad-9e90d61da3ad,NM,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2011,West,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,,,N,,Unspecified,Unspecified
19689707,4320668,06/10/2020,14:00,358479e2-87af-4aac-9ffb-b191cb7a2453,,,,,,North,,,,,Going Straight Ahead,,,,,,N,,Driver Inattention/Distraction,Unspecified
19689706,4320668,06/10/2020,14:00,1d9a562f-e696-4b99-bf36-1a58fbcc2085,NY,Station Wagon/Sport Utility Vehicle,TESL -CAR/SUV,,2017,North,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
19689695,4320667,06/09/2020,17:05,726a5c47-8b2e-4181-b985-383c96173980,PA,Sedan,CADI -CAR/SUV,,2002,South,,,,,Going Straight Ahead,,,,,,N,,Unspecified,Unspecified
19689694,4320667,06/09/2020,17:05,5f69de48-4b96-43e1-ac48-a26a0869d16f,NY,Taxi,NISS -CAR/SUV,,2017,South,1,M,Licensed,NY,Slowing or Stopping,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,Center Back End,,N,,Unspecified,Unspecified
19689663,4320666,06/08/2020,10:12,417205e5-7a79-4c9f-9b46-a9b3b11efd6c,,Bike,,,,South,1,M,Unlicensed,,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689662,4320666,06/08/2020,10:12,bcfd95f7-2977-48a8-b416-f94d1a17fabb,NY,Sedan,TOYT -CAR/SUV,,2018,Southeast,1,F,Licensed,NY,Making Left Turn,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Failure to Yield Right-of-Way,Unspecified
19689736,4320665,06/14/2020,15:40,2d544dd7-4f93-4e84-81ba-25af48055ac5,OH,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2019,North,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,Center Back End,,N,,Unspecified,Unspecified
19689735,4320665,06/14/2020,15:40,4016d833-8ac8-45a9-84e6-fed39021fcf3,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,Unknown,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19689734,4320665,06/14/2020,15:40,998ca2bc-4ea7-485a-99b0-2eae61714f8f,NY,Box Truck,,,,North,1,F,Licensed,NM,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
19689723,4320664,06/13/2020,17:10,58bd2841-9eb0-4614-b124-3ed960c418e1,NY,Sedan,MERZ -CAR/SUV,,2018,East,1,,,,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19689715,4320663,06/10/2020,21:53,be8dd83d-994d-42d8-acdb-09c9fdf60fc0,NY,Sedan,TOYT -CAR/SUV,,2016,West,1,M,,NY,Making Left Turn,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19689714,4320663,06/10/2020,21:53,8ef93a79-0dbc-4e30-bd24-517d10c10291,PA,Motorcycle,HOND -MCL,,2011,East,1,M,,PA,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Side Doors,Right Side Doors,,N,,Unspecified,Unspecified
19689640,4320662,06/03/2020,10:43,89298e5b-c727-4d8a-82bb-8206d748e62c,NY,Sedan,TOYT -CAR/SUV,,2014,West,1,M,Licensed,NY,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689639,4320662,06/03/2020,10:43,b4c3c741-64cc-464d-9fb7-bb9e53e14c6d,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2011,West,1,M,Licensed,NY,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
19689636,4320661,06/03/2020,12:16,ddff029f-2322-4e4b-8af1-7259e0a1cd65,NJ,,,,,West,,,,,Going Straight Ahead,,,,,,N,,Driver Inattention/Distraction,Unspecified
19689635,4320661,06/03/2020,12:16,b89340c4-f2f2-4d47-87d3-9498e979b54e,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2015,West,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,,Unspecified,Unspecified
19689739,4320660,06/14/2020,20:15,ef342bef-8aa1-4357-b194-f0875b4a8de3,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2014,North,0,,,,Parked,Left Front Bumper,Center Front End,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19689738,4320660,06/14/2020,20:15,28f92b95-0b32-4be0-8098-7594a7285ae8,ON,Box Truck,INTL-TRUCK/BUS,,2007,South,1,M,Licensed,ON,Making Left Turn,Left Rear Quarter Panel,Other,Left Front Bumper,,,N,,Driver Inattention/Distraction,Other Vehicular
