UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
11310463,4320706,06/13/2020,6:50,f55ad4fd-5db9-4b34-8b30-a501be495be0,Occupant,Unspecified,19690028,,,,,,,,,,Registrant,,,U
11310462,4320706,06/13/2020,6:50,ae069189-d4d8-4f19-b5be-f2afbb813ba7,Occupant,Unspecified,19690029,,,,,,,,,,Registrant,,,U
11310461,4320706,06/13/2020,6:50,b5e25666-dbf2-42bf-8361-413de830c5ab,Occupant,Injured,19690029,61,Not Ejected,Conscious,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11310269,4320705,06/15/2020,21:55,cdac0070-14db-4b77-92f8-2843c93378bb,Occupant,Unspecified,19689916,,,,,,,,,,Registrant,,,M
11310268,4320705,06/15/2020,21:55,30071a8d-854c-4ad4-99c4-ca29d7ecb40c,Occupant,Injured,19689916,20,Not Ejected,Conscious,Knee-Lower Leg Foot,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,M
11310267,4320705,06/15/2020,21:55,a9771898-5b11-4e5b-a21c-b5745af258e3,Occupant,Injured,19689916,20,Not Ejected,Conscious,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,M
11310266,4320705,06/15/2020,21:55,4d51e517-d4a6-411b-9a2d-53f0f360d413,Occupant,Unspecified,19689916,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11310660,4320704,06/15/2020,5:30,2c34ef0b-de23-4b60-933a-e30325c4784b,Occupant,Unspecified,19690136,28,,,,,,,,,Registrant,,,M
11310659,4320704,06/15/2020,5:30,14beb5f7-d185-46d8-bc4b-ae7a4cf9c070,Occupant,Unspecified,19690136,52,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11309694,4320703,06/12/2020,18:00,ebbbbc50-d8d0-4fbf-bd82-68e6c7233d1b,Occupant,Unspecified,19689578,,,,,,,,,,Registrant,,,U
11309693,4320703,06/12/2020,18:00,5ea1479d-896f-4ddd-b8f0-38403ec1c215,Occupant,Unspecified,19689579,40,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309692,4320703,06/12/2020,18:00,fef23ab0-1f7f-483f-9e6d-854d18ea891c,Occupant,Unspecified,19689579,,,,,,,,,,Registrant,,,U
11309691,4320703,06/12/2020,18:00,f87eccf9-167e-4e15-9149-3343f5d6a83c,Occupant,Unspecified,19689579,32,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11309690,4320703,06/12/2020,18:00,88c7afcc-9ee4-4ca0-b670-301f7a9dbdce,Occupant,Unspecified,19689579,13,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11309689,4320703,06/12/2020,18:00,81ecb71d-c732-473c-9119-f55805735b81,Occupant,Unspecified,19689578,53,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309936,4320702,06/12/2020,17:15,a0aed9b5-1c8f-4618-adaf-16c4b5304b02,Occupant,Unspecified,19689711,22,,,,,,,,,Registrant,,,M
11309935,4320702,06/12/2020,17:15,efcad34b-ba1a-4dde-94ca-f12f710299d7,Occupant,Unspecified,19689712,48,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11309934,4320702,06/12/2020,17:15,8ef0de3e-e9bd-4448-a212-f07e25b9c467,Occupant,Unspecified,19689712,48,,,,,,,,,Registrant,,,F
11309933,4320702,06/12/2020,17:15,b53f73ba-4c38-40bb-a419-c428b4686b4d,Occupant,Injured,19689711,22,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11309688,4320701,06/16/2020,16:50,f78bbd49-65bd-47c3-a7ac-2ad8125cf61a,Occupant,Unspecified,19689576,36,,,,,,,,,Registrant,,,F
11309687,4320701,06/16/2020,16:50,54272431-313b-450c-b5fb-2e50247ac918,Occupant,Unspecified,19689577,33,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309686,4320701,06/16/2020,16:50,0d69db8e-e915-401e-88ac-998643bedd7e,Occupant,Unspecified,19689577,33,,,,,,,,,Registrant,,,M
11309685,4320701,06/16/2020,16:50,3c69bede-1721-45d5-bd54-ef5ad0511611,Occupant,Unspecified,19689577,25,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11309684,4320701,06/16/2020,16:50,264c872c-f9bc-44ab-b477-bbf45777cdb6,Occupant,Unspecified,19689576,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11310299,4320700,06/16/2020,17:54,4dbeb51b-f2a7-48d9-a613-dc4a8e80396b,Occupant,Unspecified,19689937,58,,,,,,,,,Registrant,,,M
11310298,4320700,06/16/2020,17:54,bc8df8f6-682c-4405-b319-493e428bcc46,Occupant,Unspecified,19689937,25,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11310297,4320700,06/16/2020,17:54,2055aa9b-cae7-4fab-8c6a-3f1d3d98fecc,Occupant,Unspecified,,,,,,,,,,,Notified Person,,,
11310296,4320700,06/16/2020,17:54,7e805c56-fe89-4e63-8696-50107dc8944d,Occupant,Unspecified,19689938,12,,,,,,,,,Registrant,,,F
11310295,4320700,06/16/2020,17:54,d76269dd-36fc-47ad-9521-f4315787613a,Bicyclist,Injured,19689938,12,Partially Ejected,Conscious,Knee-Lower Leg Foot,Driver,Helmet/Other (In-Line Skater/Bicyclist),,,Complaint of Pain or Nausea,Driver,,,F
11310294,4320700,06/16/2020,17:54,474a9565-6a53-4b86-92ed-4d1a14534a3c,Occupant,Unspecified,19689937,58,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309446,4320699,05/29/2020,15:32,36736926-3237-43d5-aa1e-33637eff4db4,Occupant,Unspecified,19689431,39,,,,,,,,,Registrant,,,M
11309445,4320699,05/29/2020,15:32,f35c5dc4-55aa-43ff-9f44-77b565611f07,Occupant,Unspecified,19689432,,,,,,,,,,Registrant,,,U
11309444,4320699,05/29/2020,15:32,68700161-1217-41b8-a8ac-45b35c263c0d,Occupant,Unspecified,19689431,39,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M
11310531,4320698,06/16/2020,12:34,9ed55f3a-5a27-4e14-8e39-e75cc03b7c5a,Occupant,Unspecified,19690064,22,,,,,,,,,Registrant,,,M
11310530,4320698,06/16/2020,12:34,4cf1d6d7-0de0-4fbd-a357-2bf6581b4eb0,Occupant,Unspecified,19690064,21,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M
11310529,4320698,06/16/2020,12:34,e5fd4dd2-9915-4717-89fc-0735341e7dd6,Occupant,Unspecified,19690065,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
11310528,4320698,06/16/2020,12:34,e54190a0-3697-40e2-b796-433107f6b13e,Occupant,Unspecified,19690065,28,,,,,,,,,Registrant,,,F
11310527,4320698,06/16/2020,12:34,15cceefd-c5f8-4c7b-8840-7bab859cacdc,Occupant,Unspecified,19690065,19,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,F
11310526,4320698,06/16/2020,12:34,f453b67b-7b88-45dc-9c8e-098dd032d807,Occupant,Unspecified,19690064,22,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11310515,4320697,06/16/2020,6:04,3b64b758-1aa7-4b8f-8069-634d6281b2da,Occupant,Unspecified,19690057,,,,,,,,,,Registrant,,,F
11310514,4320697,06/16/2020,6:04,c8a5ae52-9dbf-4a88-9903-f87747149cbc,Occupant,Unspecified,19690058,,,,,,,,,,Registrant,,,F
11310513,4320697,06/16/2020,6:04,04936e83-79ad-419e-9577-665093f32314,Occupant,Unspecified,19690059,40,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
11310512,4320697,06/16/2020,6:04,ae276a71-d129-48eb-922b-761a78ebb790,Occupant,Unspecified,19690059,40,,,,,,,,,Registrant,,,F
11310511,4320697,06/16/2020,6:04,519e9b9c-27a2-45ec-b3b0-6e1c4342a1e1,Occupant,Unspecified,19690058,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11310510,4320697,06/16/2020,6:04,6656c788-d460-45d8-a901-76aa07a17c04,Occupant,Unspecified,19690057,27,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11309720,4320696,06/08/2020,21:25,92310b21-5fa8-4d52-ad93-eb5722e1ac4f,Occupant,Unspecified,19689594,,,,,,,,,,Registrant,,,U
11309719,4320696,06/08/2020,21:25,31c5434b-36be-4e7e-b214-0186bc7c764b,Occupant,Unspecified,19689594,41,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11309718,4320696,06/08/2020,21:25,9987c573-7507-4cbc-8247-8b61dde2adab,Occupant,Unspecified,19689594,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309980,4320695,06/14/2020,18:17,89b9f7cf-64ce-4380-ba62-bfed57f7b3e6,Occupant,Unspecified,19689737,49,,,,,,,,,Registrant,,,M
11309979,4320695,06/14/2020,18:17,9276d7ac-fa18-409a-b365-40b04e80238b,Pedestrian,Injured,,60,,Conscious,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,F
11309978,4320695,06/14/2020,18:17,986314aa-224e-45c1-aa70-97903434028c,Occupant,Unspecified,19689737,49,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309988,4320694,06/15/2020,13:25,40d091c9-3a6b-4603-b9d3-1b1288c9ff01,Occupant,Unspecified,19689744,,,,,,,,,,Registrant,,,
11309987,4320694,06/15/2020,13:25,bcfbcf86-a49a-441d-b2b9-20d781064995,Occupant,Unspecified,19689743,26,,,,,,,,,Registrant,,,M
11309971,4320693,06/13/2020,13:04,6bd117d1-8b8b-474a-a824-97491da81868,Occupant,Unspecified,19689730,55,,,,,,,,,Registrant,,,M
11309970,4320693,06/13/2020,13:04,cd066020-26d9-401e-9f19-a65aa82be1a2,Occupant,Unspecified,19689731,38,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309969,4320693,06/13/2020,13:04,704b29a7-70aa-45d4-9be9-73da0f7e5596,Occupant,Unspecified,19689731,38,,,,,,,,,Registrant,,,M
11309968,4320693,06/13/2020,13:04,12d1585a-0030-4cdb-8e76-cd818060e2d5,Occupant,Unspecified,,,,,,,,,,,Witness,,,
11309967,4320693,06/13/2020,13:04,8bc22b98-0090-4909-9add-7aefe98ee81e,Occupant,Injured,19689730,88,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Minor Bleeding,Driver,,,M
11309947,4320692,06/11/2020,10:00,4958e0b6-9d27-4439-a5cf-a24c75f5cb3b,Occupant,Unspecified,19689716,,,,,,,,,,Registrant,,,F
11309946,4320692,06/11/2020,10:00,49aef5ae-6532-49f5-bcf0-99b2ecd18e06,Occupant,Unspecified,19689716,41,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11309945,4320692,06/11/2020,10:00,e56c61b2-f342-4ae4-a265-3a573d33659a,Occupant,Unspecified,19689716,22,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11309944,4320692,06/11/2020,10:00,622a3fe1-8c4c-4988-b9de-51f7cf82b7b9,Occupant,Unspecified,19689717,31,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11309943,4320692,06/11/2020,10:00,1bef41f4-714c-4992-8bf0-3d92f5db8ceb,Occupant,Unspecified,19689717,,,,,,,,,,Registrant,,,M
11309942,4320692,06/11/2020,10:00,fc94801f-95b2-4a0e-ad6f-d902f24a2bfb,Occupant,Injured,19689717,2,Not Ejected,Conscious,Unknown,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,None Visible,Passenger,,,F
11309941,4320692,06/11/2020,10:00,d073fece-d9fe-481d-b223-5c34d3ca312a,Occupant,Unspecified,19689716,45,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309859,4320691,06/09/2020,12:29,15fc7e5d-5e7a-4cf3-b4dd-079e0fdd0288,Occupant,Unspecified,19689673,44,,,,,,,,,Registrant,,,M
11309858,4320691,06/09/2020,12:29,989208b8-2131-43bb-9eba-aed7834daa2b,Occupant,Unspecified,19689674,24,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309857,4320691,06/09/2020,12:29,bb7efc5d-4e5e-4ac2-a24f-880183c8cf74,Occupant,Unspecified,19689674,,,,,,,,,,Registrant,,,
11309856,4320691,06/09/2020,12:29,edf97dbf-bebd-47a0-a305-19854b2a9ee3,Occupant,Unspecified,19689673,44,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309847,4320690,06/08/2020,19:30,e0d1d25d-f4bb-43f1-b89a-1aaafca3cbae,Occupant,Unspecified,19689666,55,,,,,,,,,Registrant,,,F
11309846,4320690,06/08/2020,19:30,cf03315c-f1d7-4f07-a53f-63b93aa92c60,Occupant,Unspecified,19689666,99,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
11309845,4320690,06/08/2020,19:30,81c7c052-d82c-4cd4-b142-9fa175c333c7,Bicyclist,Injured,19689667,22,Ejected,Conscious,Back,Unknown,Helmet Only (In-Line Skater/Bicyclist),,,Complaint of Pain or Nausea,Driver,,,M
11309844,4320690,06/08/2020,19:30,ff0fde7d-de20-495e-a83f-37a85d6a5b2b,Occupant,Unspecified,19689666,53,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
11309816,4320689,06/03/2020,15:36,ad171b64-fd8b-430c-b645-ee6459472802,Occupant,Unspecified,19689652,,,,,,,,,,Registrant,,,
11309815,4320689,06/03/2020,15:36,eafe250c-8cc0-484c-b3af-931c72a28657,Occupant,Unspecified,,,,,,,,,,,Witness,,,
11309814,4320689,06/03/2020,15:36,2f1409a9-dece-4c8b-ba8a-701d43b75029,Occupant,Unspecified,19689651,37,,,,,,,,,Registrant,,,M
11309950,4320688,06/11/2020,18:50,2d393da2-83d4-40b4-a284-96e2920f0557,Occupant,Unspecified,,,,,,,,,,,Witness,,,
11309949,4320688,06/11/2020,18:50,078d4087-7e39-4060-b0ca-17055ffdf7a0,Occupant,Unspecified,19689719,,,,,,,,,,Registrant,,,
11309948,4320688,06/11/2020,18:50,333afa37-83bc-4a3b-a20d-1b2f35c2ba27,Occupant,Unspecified,19689718,35,,,,,,,,,Registrant,,,F
11309929,4320687,06/11/2020,13:28,e01b2c36-c86f-489a-8e15-e0bb84365625,Occupant,Unspecified,19689708,,,,,,,,,,Registrant,,,
11309928,4320687,06/11/2020,13:28,6809ae4b-05fb-452c-8997-96b99210678e,Occupant,Unspecified,19689709,43,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11309927,4320687,06/11/2020,13:28,6f9a5523-f6e6-443e-97c5-1a2ea54ada27,Occupant,Unspecified,19689709,43,,,,,,,,,Registrant,,,M
11309926,4320687,06/11/2020,13:28,adea209b-0eaa-49ef-8293-135f5dd663a3,Occupant,Unspecified,19689708,22,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11309851,4320686,06/09/2020,11:18,23d86ea8-5aa7-4dfe-90a6-d7b4cec25d96,Occupant,Unspecified,19689668,32,,,,,,,,,Registrant,,,M
11309850,4320686,06/09/2020,11:18,e2b1e3fa-c07f-497a-9bd1-f1836c50b9a2,Occupant,Unspecified,19689669,37,,,,,,,,,Registrant,,,M
11309849,4320686,06/09/2020,11:18,e6e25495-c884-4705-af67-e11f1540bd36,Occupant,Unspecified,19689670,55,,,,,,,,,Registrant,,,F
11309848,4320686,06/09/2020,11:18,00c213ae-c100-48f4-bc54-e9ad3d8042b4,Occupant,Unspecified,19689668,32,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309784,4320685,06/02/2020,23:30,447a21a8-7039-4e21-86ae-e2a8302d040a,Occupant,Unspecified,19689630,60,,,,,,,,,Registrant,,,M
11309783,4320685,06/02/2020,23:30,f6b0c935-d8ee-4df1-888d-442b3681240b,Occupant,Unspecified,19689631,18,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309782,4320685,06/02/2020,23:30,d701ae9e-8646-4bf7-9ec8-e192fb3cef1c,Occupant,Unspecified,19689631,22,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11309781,4320685,06/02/2020,23:30,1e64a4f7-fd84-4bcc-9022-f383e3cf12fa,Occupant,Unspecified,19689629,,,,,,,,,,Registrant,,,M
11309920,4320684,06/10/2020,12:20,cb6a05cb-a1e6-45b1-9988-0a2c6b06930e,Occupant,Unspecified,19689702,67,,,,,,,,,Registrant,,,F
11309919,4320684,06/10/2020,12:20,beec3a41-663f-4998-b2dc-5b311956659a,Occupant,Unspecified,19689703,52,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309918,4320684,06/10/2020,12:20,e9790446-7ee5-4a66-aeee-acf4f00d36ac,Occupant,Unspecified,19689703,,,,,,,,,,Registrant,,,
11309917,4320684,06/10/2020,12:20,a47dd9f7-da05-4e47-af5b-3e20f946e52d,Occupant,Unspecified,19689702,67,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11309895,4320683,06/09/2020,13:45,5a676873-57ff-42f0-9619-0d49c358fce1,Occupant,Unspecified,19689687,,,,,,,,,,Registrant,,,
11309894,4320683,06/09/2020,13:45,491dd099-53a7-425a-8757-2b98ce91c4b1,Occupant,Unspecified,19689688,26,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309893,4320683,06/09/2020,13:45,730aec97-29c5-445f-8faa-77e6e7b17c0a,Occupant,Unspecified,19689688,,,,,,,,,,Registrant,,,
11309892,4320683,06/09/2020,13:45,1b391d41-5d80-4034-8a63-36cd46ec5c26,Occupant,Unspecified,19689688,29,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11309891,4320683,06/09/2020,13:45,281a7a9c-de13-45c1-ac35-dd34f0fd5bdc,Occupant,Unspecified,19689688,42,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11309890,4320683,06/09/2020,13:45,11ac0174-bf82-430d-b1d7-62c38d5c0466,Occupant,Unspecified,19689687,23,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309843,4320682,06/08/2020,20:01,2910232d-dff7-4a17-9ec4-75bfdf672b3f,Occupant,Unspecified,19689664,62,,,,,,,,,Registrant,,,M
11309837,4320681,06/07/2020,14:12,167e5f6e-9d75-482e-b2c0-b099661df08f,Pedestrian,Injured,,52,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Abrasion,Pedestrian,Unspecified,Unspecified,F
11309768,4320680,05/18/2020,20:30,96311259-c43f-44b2-ab2f-43c9198e7a81,Occupant,Unspecified,19689620,47,,,,,,,,,Registrant,,,M
11309767,4320680,05/18/2020,20:30,be09fbb4-3e06-483b-9c30-5d272c1ce0dd,Occupant,Unspecified,19689621,46,,,,,,,,,Registrant,,,M
11309766,4320680,05/18/2020,20:30,9d4cdb4c-e5d8-44b9-a210-067ab933a983,Bicyclist,Injured,19689621,46,Ejected,Conscious,Entire Body,Driver,None,,,Complaint of Pain or Nausea,Driver,,,M
11309765,4320680,05/18/2020,20:30,a820c3c6-bc10-495c-aed9-883946796cb7,Occupant,Unspecified,19689620,47,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309992,4320679,06/15/2020,8:15,d8c36bb9-51dd-4426-b5b9-a0632bea3ead,Occupant,Unspecified,19689745,30,,,,,,,,,Registrant,,,M
11309991,4320679,06/15/2020,8:15,2c6a8b6f-554e-4696-a7d5-a301aca31041,Occupant,Unspecified,19689746,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309990,4320679,06/15/2020,8:15,07cb588d-f95d-4eb5-9feb-a8165fb9fa91,Occupant,Unspecified,19689746,,,,,,,,,,Registrant,,,F
11309989,4320679,06/15/2020,8:15,8a11360a-1e15-46b7-95b3-37ef6b29a2f9,Occupant,Unspecified,19689745,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11310494,4320678,06/15/2020,18:15,dbfdf6a8-64be-4ed3-8c07-6691bb78ef44,Occupant,Unspecified,19690048,75,,,,,,,,,Registrant,,,M
11310493,4320678,06/15/2020,18:15,bf682536-3f96-4490-9958-e1a5d7f4f972,Occupant,Injured,19690049,60,Not Ejected,Conscious,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F
11310492,4320678,06/15/2020,18:15,efd18c6d-4f5e-4ac7-884b-374f7e4b9a85,Occupant,Unspecified,19690049,60,,,,,,,,,Registrant,,,F
11310491,4320678,06/15/2020,18:15,77ad3db4-2bc7-4e25-a7a2-666671a94787,Occupant,Unspecified,19690048,75,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
11309973,4320677,06/14/2020,9:52,8561a28f-73cd-4d54-a0a6-e2e5b4fc8654,Occupant,Unspecified,19689733,48,,,,,,,,,Registrant,,,F
11309972,4320677,06/14/2020,9:52,30febba0-96fc-47bb-9cce-be8775a6969b,Occupant,Unspecified,19689732,41,,,,,,,,,Registrant,,,M
11309966,4320676,06/12/2020,20:16,3d881944-02ab-4d40-a6c9-052abe3dcf91,Occupant,Unspecified,19689728,51,,,,,,,,,Registrant,,,F
11309965,4320676,06/12/2020,20:16,c59f0a9f-ed5a-4336-83d5-74659b87c6b3,Occupant,Unspecified,19689728,51,Not Ejected,Does Not Apply,Does Not Apply,Driver,None,,,Does Not Apply,Driver,,,F
11309836,4320675,06/06/2020,8:39,654a2280-2a8f-4ff7-9b83-67e1baf91500,Occupant,Unspecified,19689660,,,,,,,,,,Registrant,,,
11309810,4320674,06/04/2020,14:55,eb01e0f2-b309-4303-8d49-3f2a37d43e0d,Occupant,Unspecified,19689645,,,,,,,,,,Registrant,,,M
11309809,4320674,06/04/2020,14:55,ce81ecaa-a8e3-4396-bef6-54c98e5ee9d3,Occupant,Unspecified,19689645,23,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11309808,4320674,06/04/2020,14:55,ce5bb220-e7ff-4462-b6a0-9c20473b9e09,Occupant,Unspecified,19689645,6,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11309807,4320674,06/04/2020,14:55,2a4bf536-badf-4f90-98c4-80b28906b9e0,Occupant,Unspecified,19689646,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309806,4320674,06/04/2020,14:55,c33a1e17-36d6-45c4-a335-843c39910c5f,Occupant,Unspecified,19689646,27,,,,,,,,,Registrant,,,M
11309805,4320674,06/04/2020,14:55,db7f2b70-06ee-4e1e-a82a-035d2db7b294,Occupant,Unspecified,19689645,39,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11310007,4320673,06/10/2020,18:50,a72f56a7-c8eb-4691-b46f-78b2f5fb3148,Occupant,Unspecified,19689751,35,,,,,,,,,Registrant,,,F
11310006,4320673,06/10/2020,18:50,6421a658-d33e-4cc8-98d6-f1b1af044b3c,Bicyclist,Injured,19689752,17,Not Ejected,Conscious,Elbow-Lower-Arm-Hand,"Middle front seat, or passenger lying across a seat",None,,,Whiplash,Driver,,,M
11310005,4320673,06/10/2020,18:50,e54bb7f3-b814-40c0-976a-5aa8a722d2d9,Occupant,Unspecified,,,,,,,,,,,Notified Person,,,
11310004,4320673,06/10/2020,18:50,af92a2c8-73e4-42a8-b9c2-8555a9da9215,Occupant,Unspecified,19689751,36,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11309924,4320672,06/11/2020,16:00,b547cc36-65c8-4483-bd2b-82d54c5f9977,Occupant,Unspecified,19689704,,,,,,,,,,Registrant,,,
11309923,4320672,06/11/2020,16:00,36054fd5-622e-44c1-b8b8-d288cab89ccf,Occupant,Unspecified,19689705,44,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11309922,4320672,06/11/2020,16:00,6fa64a4b-9b71-4440-bdd0-b93e759acbbe,Occupant,Unspecified,19689705,,,,,,,,,,Registrant,,,M
